timestamp,ball,lon,lat,ball_speed_mps,ball_direction_deg,timestamp_utc8,ship_id,ship_lon_interpolated,ship_lat_interpolated,ship_s_interpolated,distance_to_test_point_km,ship_orig_shipTypeCode,ship_orig_navStatus,ship_orig_latestPortStatus,ship_orig_lengthBow,ship_orig_lengthStern,ship_orig_breadthPort,ship_orig_breadthStarboard,ship_orig_y,ship_orig_c,ship_orig_e,ship_orig_f,ship_orig_p,ship_orig_b,ship_orig_d,ship_orig_h,ship_orig_j,ship_orig_v,ship_orig_r,ship_orig_l,ship_orig_m,ship_orig_timestamp_utc8,ship_orig_lon_ship,ship_orig_lat_ship,ship_orig_t_unix,ship_orig_i,corrected_final_total_dBA
2025-06-04 05:27:03+00:00,6,114.315376,30.597849,1.567670599,32.6001604,2025-06-04 13:27:03+08:00,227203,114.3172083,30.60086529,61,0.377750321,H00,SAIL_NORMAL,1,15,115,10,6,70,335,QIAOTAI6,CHN,NANTONG,16,49,,,,6/9/2025 23:15,130,413829979,2025-06-04 13:27:07+08:00,114.3172767,30.60095833,1749014827,227203,85.23433466
2025-06-04 05:27:03+00:00,6,114.315376,30.597849,1.567670599,32.6001604,2025-06-04 13:27:03+08:00,285954,114.3198559,30.60416188,60.09677419,0.821205414,B01,SAIL_NORMAL,1,70,12,10,4,70,321,GAN YANG 6668,CHN,NANJING,14,50,32,0,0,1/2/2013 17:24,82,413824393,2025-06-04 13:27:00+08:00,114.3198017,30.60408833,1749014820,285954,85.23433466
2025-06-04 05:27:03+00:00,6,114.315376,30.597849,1.567670599,32.6001604,2025-06-04 13:27:03+08:00,320364,114.3315467,30.61767667,50,2.690053017,C01,SAIL_SLOW,1,43,44,7,8,80,2293,TENGFENG2,CHN,YUEYANG,15,41,,,0,6/5/2025 14:00,87,413812563,2025-06-04 13:27:07+08:00,114.3314667,30.617615,1749014827,320364,85.23433466
2025-06-04 05:27:03+00:00,6,114.315376,30.597849,1.567670599,32.6001604,2025-06-04 13:27:03+08:00,342160,114.3037326,30.58168556,57.38888889,2.111409997,B01,SAIL_NORMAL,1,90,14,10,8,70,317,XIN HANG 1899,CHN,YUEYANG,18,18,,,,6/3/2025 2:08,104,413772931,2025-06-04 13:27:10+08:00,114.3038,30.58185667,1749014830,342160,85.23433466
2025-06-04 05:27:03+00:00,6,114.315376,30.597849,1.567670599,32.6001604,2025-06-04 13:27:03+08:00,442907,114.3027493,30.58645933,32.2,1.749543954,B01,SAIL_SLOW,1,80,20,8,8,70,2135,DA JIAN HE SHUN,CHN,WUHU,16,53,,,0,1/5/1930 13:45,100,413826111,2025-06-04 13:27:04+08:00,114.3027367,30.586445,1749014824,442907,85.23433466
2025-06-04 05:27:03+00:00,6,114.315376,30.597849,1.567670599,32.6001604,2025-06-04 13:27:03+08:00,475176,114.3246777,30.60930961,59,1.552412747,B01,SAIL_NORMAL,1,90,30,10,11,70,389,HUAMEITIANLAN,CHN,CHANG   SHU,21,43,,,,1/1/2026 17:15,120,413830323,2025-06-04 13:27:10+08:00,114.324815,30.60946167,1749014830,475176,85.23433466
2025-06-04 05:27:03+00:00,6,114.315376,30.597849,1.567670599,32.6001604,2025-06-04 13:27:03+08:00,588303,114.3075167,30.58727133,57.16,1.394029816,B01,SAIL_NORMAL,1,120,22,15,10,70,321,FUQIANGLANTIAN,CHN,JIANGYIN,25,63,32,,,6/8/2025 6:16,142,413834212,2025-06-04 13:27:05+08:00,114.30755,30.58731667,1749014825,588303,85.23433466
2025-06-04 05:27:03+00:00,6,114.315376,30.597849,1.567670599,32.6001604,2025-06-04 13:27:03+08:00,3117079,114.3324053,30.61682543,57,2.663186672,B01,SAIL_SLOW,1,80,29,10,9,70,479,DAMEI09,CHN,JIANGYIN,19,62,,,,6/8/2025 18:40,109,413847226,2025-06-04 13:27:04+08:00,114.3324267,30.61684333,1749014824,3117079,85.23433466
2025-06-04 05:27:03+00:00,6,114.315376,30.597849,1.567670599,32.6001604,2025-06-04 13:27:03+08:00,3720220,114.313742,30.59499623,63,0.352959729,B01,SAIL_NORMAL,1,120,10,11,5,70,286,YUTONG1058,CHN,JIANGYIN,16,51,,,,6/7/2025 18:50,130,413857641,2025-06-04 13:27:06+08:00,114.3137933,30.59507833,1749014826,3720220,85.23433466
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,112475,114.3018307,30.57808483,55,2.636507101,B01,SAIL_NORMAL,1,82,10,10,7,70,321,SHENG LI 58,CHN,GANGWUJUMATOU,17,20,,,5,4/7/2025 22:10,92,413827581,2025-06-04 13:27:58+08:00,114.3017983,30.57804,1749014878,112475,85.33524723
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,126162,114.3148373,30.60165718,31,0.360608072,B01,SAIL_SLOW,1,7,98,9,8,70,2218,HAOTONGSIYANG8,CHN,CHENLINJI,17,37,,,,11/3/2025 19:00,105,413771342,2025-06-04 13:27:54+08:00,114.314905,30.60172333,1749014874,126162,85.33524723
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,126219,114.3279617,30.615565,42,2.215995566,C02,SAIL_SLOW,2,75,15,8,7,80,2401,HEHAI388,CHN,ZHONGQING,15,37,,,,6/7/2025 15:16,90,413836097,2025-06-04 13:28:00+08:00,114.3279617,30.615565,1749014880,126219,85.33524723
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,127637,114.3100523,30.597028,40.4,0.582432616,C01,SAIL_SLOW,1,90,15,9,7,80,2128,DAYANG29,CHN,CHONGQING,16,40,,,,6/12/2025 11:00,105,413797404,2025-06-04 13:27:59+08:00,114.3100683,30.59704,1749014879,127637,85.33524723
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,227203,114.3182231,30.60220146,59.625,0.465305961,H00,SAIL_NORMAL,1,15,115,10,6,70,345,QIAOTAI6,CHN,NANTONG,16,49,,,,6/9/2025 23:15,130,413829979,2025-06-04 13:27:54+08:00,114.31811,30.60205833,1749014874,227203,85.33524723
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,285954,114.3208917,30.60554433,61.96666667,0.914568421,B01,SAIL_NORMAL,1,70,12,10,4,70,343,GAN YANG 6668,CHN,NANJING,14,50,34,0,0,1/2/2013 17:24,82,413824393,2025-06-04 13:28:01+08:00,114.32091,30.60556833,1749014881,285954,85.33524723
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,320364,114.3303703,30.61686139,48,2.462316265,C01,SAIL_SLOW,1,43,44,7,8,80,2337,TENGFENG2,CHN,YUEYANG,15,41,,,,6/5/2025 14:00,87,413812563,2025-06-04 13:27:55+08:00,114.33048,30.61692667,1749014875,320364,85.33524723
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,342160,114.3046745,30.58297569,57.58823529,2.031473048,B01,SAIL_NORMAL,1,90,13,10,7,70,309,XIN HANG 1899,CHN,YUEYANG,17,18,,,,6/3/2025 2:08,103,413772931,2025-06-04 13:27:53+08:00,114.3045867,30.5828,1749014873,342160,85.33524723
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,442907,114.3022033,30.58572333,32,1.932442255,B01,SAIL_SLOW,1,80,20,8,8,70,2127,DA JIAN HE SHUN,CHN,WUHU,16,53,,,0,1/5/1930 13:45,100,413826111,2025-06-04 13:28:00+08:00,114.3022033,30.58572333,1749014880,442907,85.33524723
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,475176,114.3257983,30.610465,58,1.629976715,B01,SAIL_NORMAL,1,90,30,10,11,70,403,HUAMEITIANLAN,CHN,CHANG   SHU,21,43,,,,1/1/2026 17:15,120,413830323,2025-06-04 13:28:01+08:00,114.3258167,30.61048333,1749014881,475176,85.33524723
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,588303,114.3084667,30.58861522,58,1.308666371,B01,SAIL_NORMAL,1,120,22,15,10,70,315,FUQIANGLANTIAN,CHN,JIANGYIN,25,63,31,,,6/8/2025 6:16,142,413834212,2025-06-04 13:27:50+08:00,114.3083,30.58838333,1749014870,588303,85.33524723
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,3117079,114.333696,30.61784089,56,2.739452254,B01,SAIL_SLOW,1,80,29,10,9,70,472,DAMEI09,CHN,JIANGYIN,19,62,,,,6/8/2025 18:40,109,413847226,2025-06-04 13:28:04+08:00,114.3337867,30.61791333,1749014884,3117079,85.33524723
2025-06-04 05:28:00+00:00,6,114.315872,30.59853,1.56797186,32.08450712,2025-06-04 13:28:00+08:00,3720220,114.314674,30.59642,63,0.260612206,B01,SAIL_NORMAL,1,115,15,9,7,70,293,YUTONG1058,CHN,JIANGYIN,16,51,,,,6/7/2025 18:50,130,413857641,2025-06-04 13:27:57+08:00,114.3146233,30.596365,1749014877,3720220,85.33524723
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,112475,114.3019438,30.57824175,55,2.627039434,B01,SAIL_NORMAL,1,82,10,10,7,70,321,SHENG LI 58,CHN,GANGWUJUMATOU,17,20,,,5,4/7/2025 22:10,92,413827581,2025-06-04 13:27:58+08:00,114.3017983,30.57804,1749014878,112475,83.56927736
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,126162,114.3147583,30.60158,31,0.346943313,B01,SAIL_SLOW,1,7,98,9,8,70,2222,HAOTONGSIYANG8,CHN,CHENLINJI,17,37,,,,11/3/2025 19:00,105,413771342,2025-06-04 13:28:07+08:00,114.3147583,30.60158,1749014887,126162,83.56927736
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,126219,114.3278231,30.61540167,39.375,2.182590483,C02,SAIL_SLOW,2,75,15,8,7,80,2390,HEHAI388,CHN,ZHONGQING,15,37,,,0,6/7/2025 15:16,90,413836097,2025-06-04 13:28:08+08:00,114.3278033,30.61537833,1749014888,126219,83.56927736
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,127637,114.3099533,30.596931,41.7,0.602555262,C01,SAIL_SLOW,1,90,15,9,7,80,2130,DAYANG29,CHN,CHONGQING,16,40,,0,0,6/12/2025 11:00,105,413797404,2025-06-04 13:28:04+08:00,114.3099883,30.59698,1749014884,127637,83.56927736
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,227203,114.3183551,30.60236844,59.1875,0.476594274,H00,SAIL_NORMAL,1,15,115,10,6,70,337,QIAOTAI6,CHN,NANTONG,16,49,,,,6/9/2025 23:15,130,413829979,2025-06-04 13:28:10+08:00,114.3184117,30.60244,1749014890,227203,83.56927736
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,285954,114.3210238,30.6057042,62,0.925285313,B01,SAIL_NORMAL,1,70,12,10,4,70,343,GAN YANG 6668,CHN,NANJING,14,50,34,0,0,1/2/2013 17:24,82,413824393,2025-06-04 13:28:01+08:00,114.32091,30.60556833,1749014881,285954,83.56927736
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,320364,114.3302167,30.61677,48,2.434666895,C01,SAIL_SLOW,1,43,44,7,8,80,2346,TENGFENG2,CHN,YUEYANG,15,41,,,0,6/5/2025 14:00,87,413812563,2025-06-04 13:28:07+08:00,114.3302167,30.61677,1749014887,320364,83.56927736
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,342160,114.3047624,30.58315137,57.17647059,2.021506121,B01,SAIL_NORMAL,1,90,13,10,7,70,313,XIN HANG 1899,CHN,YUEYANG,17,18,,,,6/3/2025 2:08,103,413772931,2025-06-04 13:28:10+08:00,114.3048,30.58322667,1749014890,342160,83.56927736
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,442907,114.3021345,30.58563583,32,1.954734133,B01,SAIL_SLOW,1,80,20,8,8,70,2129,DA JIAN HE SHUN,CHN,WUHU,16,53,,,0,1/5/1930 13:45,100,413826111,2025-06-04 13:28:10+08:00,114.302105,30.58559833,1749014890,442907,83.56927736
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,475176,114.3259744,30.61064222,58,1.644848194,B01,SAIL_NORMAL,1,90,30,10,11,70,417,HUAMEITIANLAN,CHN,CHANG   SHU,21,43,,,,1/1/2026 17:15,120,413830323,2025-06-04 13:28:10+08:00,114.3260533,30.61072167,1749014890,475176,83.56927736
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,588303,114.3085833,30.58877754,58,1.298484003,B01,SAIL_NORMAL,1,120,22,15,10,70,307,FUQIANGLANTIAN,CHN,JIANGYIN,25,63,30,,0,6/8/2025 6:16,142,413834212,2025-06-04 13:28:13+08:00,114.3086833,30.58891667,1749014893,588303,83.56927736
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,3117079,114.3338533,30.61796933,56.1,2.749141891,B01,SAIL_SLOW,1,80,29,10,9,70,472,DAMEI09,CHN,JIANGYIN,19,62,,,,6/8/2025 18:40,109,413847226,2025-06-04 13:28:04+08:00,114.3337867,30.61791333,1749014884,3117079,83.56927736
2025-06-04 05:28:07+00:00,6,114.315926,30.598618,1.580892517,27.84256956,2025-06-04 13:28:07+08:00,3720220,114.3147922,30.59654833,63,0.253908322,B01,SAIL_NORMAL,1,120,10,11,5,70,297,YUTONG1058,CHN,JIANGYIN,16,51,29,,,6/7/2025 18:50,130,413857641,2025-06-04 13:28:12+08:00,114.3148767,30.59664,1749014892,3720220,83.56927736
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,112475,114.3028657,30.57951839,57,2.546079917,B01,SAIL_NORMAL,1,82,10,10,7,70,322,SHENG LI 58,CHN,GANGWUJUMATOU,17,20,,,,4/7/2025 22:10,92,413827581,2025-06-04 13:28:57+08:00,114.3027467,30.57935667,1749014937,112475,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,126162,114.314095,30.60096167,30,0.289385785,B01,SAIL_SLOW,1,7,98,9,8,70,2236,HAOTONGSIYANG8,CHN,CHENLINJI,17,37,,,,11/3/2025 19:00,105,413771342,2025-06-04 13:29:04+08:00,114.314095,30.60096167,1749014944,126162,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,126219,114.3268,30.6149,38,1.998755359,C02,SAIL_SLOW,2,75,15,8,8,80,2460,XINLIAN318,CHN,ZHONGQING,16,37,,,,6/7/2025 15:16,90,413836097,2025-06-04 13:29:04+08:00,114.3268,30.6149,1749014944,126219,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,127637,114.3092983,30.596,41,0.771770866,C01,SAIL_SLOW,1,90,15,9,7,80,2111,DA YANG 29,CHN,CHONGQING,16,40,,0,0,6/12/2025 11:00,105,413797404,2025-06-04 13:29:04+08:00,114.3092983,30.596,1749014944,127637,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,227203,114.319404,30.6036815,60.85,0.567085269,H00,SAIL_NORMAL,1,15,115,10,6,70,360,QIAOTAI6,CHN,NANTONG,16,49,,,,6/9/2025 23:15,130,413829979,2025-06-04 13:29:07+08:00,114.31946,30.60375,1749014947,227203,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,285954,114.3221009,30.60696976,60.38095238,1.013168573,B01,SAIL_NORMAL,1,70,12,10,4,70,361,GAN YANG 6668,CHN,NANJING,14,50,36,0,0,1/2/2013 17:24,82,413824393,2025-06-04 13:29:12+08:00,114.3222517,30.607145,1749014952,285954,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,320364,114.3290467,30.61612833,45,2.22743539,C01,SAIL_SLOW,1,43,44,7,8,80,2368,TENGFENG2,CHN,YUEYANG,15,41,,,0,6/5/2025 14:00,87,413812563,2025-06-04 13:29:04+08:00,114.3290467,30.61612833,1749014944,320364,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,342160,114.30564,30.584468,57,1.939019617,B01,SAIL_NORMAL,1,90,13,10,7,70,300,XIN HANG 1899,CHN,YUEYANG,17,18,,,,6/3/2025 2:08,103,413772931,2025-06-04 13:29:10+08:00,114.3057333,30.58461,1749014950,342160,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,442907,114.301569,30.584882,32,2.137622584,B01,SAIL_SLOW,1,80,20,8,8,70,2115,DA JIAN HE SHUN,CHN,WUHU,16,53,,,0,1/5/1930 13:45,100,413826111,2025-06-04 13:29:05+08:00,114.30156,30.58486833,1749014945,442907,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,475176,114.3271688,30.6118025,58,1.730651517,B01,SAIL_NORMAL,1,90,30,10,11,70,407,HUAMEITIANLAN,CHN,CHANG   SHU,21,43,,,,1/1/2026 17:15,120,413830323,2025-06-04 13:29:10+08:00,114.3273083,30.61193667,1749014950,475176,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,588303,114.3094889,30.59010556,58,1.213586533,B01,SAIL_NORMAL,1,120,22,15,10,70,295,FUQIANGLANTIAN,CHN,JIANGYIN,25,63,29,,0,6/8/2025 6:16,142,413834212,2025-06-04 13:29:18+08:00,114.3097,30.59043333,1749014958,588303,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,644927,114.33421,30.62091833,25,2.945119928,B01,SAIL_SLOW,3,115,15,7,9,70,2298,HAINIU1017,CHN,CHANGSHOU,16,43,,,,1/6/2025 8:00,130,413797757,2025-06-04 13:29:04+08:00,114.33421,30.62091833,1749014944,644927,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,925026,114.3349579,30.62046357,36,2.946940269,B01,SAIL_SLOW,1,80,15,8,8,70,2244,XIANGHENGYANGJI1868,CHN,HENGYANG,16,41,224,,0,6/10/2025 22:00,95,413856077,2025-06-04 13:29:00+08:00,114.3350167,30.62051667,1749014940,925026,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,3117079,114.33508,30.61905,57,2.831020638,B01,SAIL_SLOW,1,93,16,10,9,70,432,DA MEI 09,CHN,JIANGYIN,19,62,,,,6/8/2025 18:40,109,413847226,2025-06-04 13:29:04+08:00,114.33508,30.61905,1749014944,3117079,84.33242862
2025-06-04 05:29:04+00:00,6,114.316399,30.599276,1.509465439,31.74689808,2025-06-04 13:29:04+08:00,3720220,114.3157733,30.59807,64,0.146547195,B01,SAIL_NORMAL,1,120,10,11,5,70,302,YUTONG1058,CHN,JIANGYIN,16,51,,,,6/7/2025 18:50,130,413857641,2025-06-04 13:29:04+08:00,114.3157733,30.59807,1749014944,3720220,84.33242862
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,112475,114.3037689,30.58080178,57,2.46400929,B01,SAIL_NORMAL,1,82,10,10,7,70,306,SHENG LI 58,CHN,GANGWUJUMATOU,17,20,,,,4/7/2025 22:10,92,413827581,2025-06-04 13:29:57+08:00,114.3037067,30.58070667,1749014997,112475,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,126162,114.3133864,30.60036705,32,0.333191318,B01,SAIL_SLOW,1,7,98,9,8,70,2228,HAOTONGSIYANG8,CHN,CHENLINJI,17,37,,,,11/3/2025 19:00,105,413771342,2025-06-04 13:30:07+08:00,114.3133133,30.60030167,1749015007,126162,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,126219,114.325664,30.614241,38.1,1.797459297,C02,SAIL_SLOW,2,75,15,8,7,80,2340,HEHAI388,CHN,ZHONGQING,15,37,,0,0,6/7/2025 15:16,90,413836097,2025-06-04 13:30:00+08:00,114.3256667,30.61425,1749015000,126219,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,127637,114.3086683,30.59504128,40.61538462,0.952557588,C01,SAIL_SLOW,1,90,15,9,7,80,2121,DA YANG 29,CHN,CHONGQING,16,40,,,,6/12/2025 11:00,105,413797404,2025-06-04 13:29:56+08:00,114.3087267,30.59512333,1749014996,127637,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,227203,114.3204517,30.60498722,61.46666667,0.658493754,H00,SAIL_NORMAL,1,15,115,10,6,70,367,QIAOTAI6,CHN,NANTONG,16,49,,,,6/9/2025 23:15,130,413829979,2025-06-04 13:29:57+08:00,114.3203717,30.604895,1749014997,227203,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,285954,114.3232358,30.60825371,59.79347826,1.107569634,B01,SAIL_NORMAL,1,70,12,10,4,70,372,GAN YANG 6668,CHN,NANJING,14,50,37,0,0,1/2/2013 17:24,82,413824393,2025-06-04 13:29:42+08:00,114.3228517,30.60783,1749014982,285954,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,320364,114.3278425,30.61547375,43,2.020030584,C01,SAIL_SLOW,1,43,44,7,8,80,2373,TENGFENG2,CHN,YUEYANG,15,41,,,0,6/5/2025 14:00,87,413812563,2025-06-04 13:30:03+08:00,114.3278033,30.61545167,1749015003,320364,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,342160,114.3065733,30.58577167,57.5,1.853417132,B01,SAIL_NORMAL,1,90,14,10,8,70,304,XIN HANG 1899,CHN,YUEYANG,18,18,,,,6/3/2025 2:08,104,413772931,2025-06-04 13:29:52+08:00,114.30648,30.58556,1749014992,342160,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,442907,114.3010617,30.58411389,32.66666667,2.31634497,B01,SAIL_SLOW,1,80,20,8,8,70,2102,DA JIAN HE SHUN,CHN,WUHU,16,53,,,,1/5/1930 13:45,100,413826111,2025-06-04 13:29:59+08:00,114.30108,30.58414,1749014999,442907,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,475176,114.3283318,30.61296833,58,1.817297646,B01,SAIL_NORMAL,1,90,30,10,11,70,416,HUAMEITIANLAN,CHN,CHANG   SHU,21,43,,,,1/1/2026 17:15,120,413830323,2025-06-04 13:30:10+08:00,114.3285133,30.61315333,1749015010,475176,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,588303,114.3103704,30.59145185,58,1.126701955,B01,SAIL_NORMAL,1,120,22,15,10,70,307,FUQIANGLANTIAN,CHN,JIANGYIN,25,63,30,,,6/8/2025 6:16,142,413834212,2025-06-04 13:30:03+08:00,114.3104,30.5915,1749015003,588303,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,644927,114.3336376,30.62043095,25.14285714,2.785287149,B01,SAIL_SLOW,3,115,15,7,9,70,2239,HAINIU1017,CHN,CHANGSHOU,16,43,,,,1/6/2025 8:00,130,413797757,2025-06-04 13:29:59+08:00,114.3336583,30.62045,1749014999,644927,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,925026,114.3342052,30.61971563,35.625,2.753601973,B01,SAIL_SLOW,1,80,15,8,8,70,2167,XIANGHENGYANGJI1868,CHN,HENGYANG,16,41,,,,6/10/2025 22:00,95,413856077,2025-06-04 13:29:58+08:00,114.3342383,30.619755,1749014998,925026,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,3117079,114.3363063,30.62010863,56,2.913301392,B01,SAIL_SLOW,1,93,16,10,9,70,469,DAMEI09,CHN,JIANGYIN,19,62,,,,6/8/2025 18:40,109,413847226,2025-06-04 13:30:04+08:00,114.3363733,30.62016333,1749015004,3117079,90.67099904
2025-06-04 05:30:01+00:00,6,114.316826,30.599943,1.48564198,28.85606089,2025-06-04 13:30:01+08:00,3720220,114.3167546,30.5994691,63.46153846,0.05298165,B01,SAIL_NORMAL,1,115,15,9,7,70,307,YUTONG1058,CHN,JIANGYIN,16,51,,,,6/7/2025 18:50,130,413857641,2025-06-04 13:30:07+08:00,114.31686,30.59966833,1749015007,3720220,90.67099904
2025-06-04 05:30:57+00:00,6,114.317299,30.600603,1.539792856,31.66879567,2025-06-04 13:30:57+08:00,112475,114.3046533,30.5821,57,2.383012977,B01,SAIL_NORMAL,1,82,10,10,7,70,320,SHENG LI 58,CHN,GANGWUJUMATOU,17,20,,,,4/7/2025 22:10,92,413827581,2025-06-04 13:30:57+08:00,114.3046533,30.5821,1749015057,112475,90.59531462
2025-06-04 05:30:57+00:00,6,114.317299,30.600603,1.539792856,31.66879567,2025-06-04 13:30:57+08:00,126162,114.3127483,30.59972167,32,0.447214781,B01,SAIL_SLOW,1,7,98,9,8,70,2178,HAOTONGSIYANG8,CHN,CHENLINJI,17,37,,,,11/3/2025 19:00,105,413771342,2025-06-04 13:30:57+08:00,114.3127483,30.59972167,1749015057,126162,90.59531462
2025-06-04 05:30:57+00:00,6,114.317299,30.600603,1.539792856,31.66879567,2025-06-04 13:30:57+08:00,126219,114.32484,30.613645,37.5,1.616622137,C02,SAIL_SLOW,2,75,15,8,8,80,2286,XINLIAN318,CHN,ZHONGQING,16,37,,,0,6/7/2025 15:16,90,413836097,2025-06-04 13:30:54+08:00,114.3249233,30.61364333,1749015054,126219,90.59531462
